"sample","module_number","module","ID","Term","Ont","N","DE","P.DE","type"
"Devel_int","2","blue","GO:0034154","toll-like receptor 7 signaling pathway","BP",1,1,0.0202812731310141,"GOTerms"
"Devel_int","2","blue","GO:0034162","toll-like receptor 9 signaling pathway","BP",1,1,0.0202812731310141,"GOTerms"
"Devel_int","2","blue","GO:0014820","tonic smooth muscle contraction","BP",1,1,0.0202812731310141,"GOTerms"
"Devel_int","2","blue","GO:0007351","tripartite regional subdivision","BP",1,1,0.0202812731310141,"GOTerms"
"Devel_int","2","blue","GO:0021591","ventricular system development","BP",1,1,0.0202812731310141,"GOTerms"
"Devel_int","2","blue","GO:0046718","viral entry into host cell","BP",1,1,0.0202812731310141,"GOTerms"
"Devel_int","2","blue","GO:0003012","muscle system process","BP",29,3,0.0204319096465433,"GOTerms"
"Devel_int","2","blue","GO:0010647","positive regulation of cell communication","BP",137,7,0.0216238181239849,"GOTerms"
"Devel_int","2","blue","GO:0060429","epithelium development","BP",107,6,0.0217024335623939,"GOTerms"
"Devel_int","2","blue","GO:0048608","reproductive structure development","BP",30,3,0.022369443730378,"GOTerms"
"Devel_int","2","blue","GO:0061458","reproductive system development","BP",30,3,0.022369443730378,"GOTerms"
"Devel_int","2","blue","GO:0007548","sex differentiation","BP",30,3,0.022369443730378,"GOTerms"
"Devel_int","2","blue","GO:0023052","signaling","BP",529,18,0.0225116121556241,"GOTerms"
"Devel_int","2","blue","GO:0010646","regulation of cell communication","BP",271,11,0.0226043303566551,"GOTerms"
"Devel_int","2","blue","GO:0023056","positive regulation of signaling","BP",139,7,0.0231946350911334,"GOTerms"
"Devel_int","2","blue","GO:0007165","signal transduction","BP",493,17,0.0233997261694604,"GOTerms"
"Devel_int","2","blue","GO:0030199","collagen fibril organization","BP",12,2,0.0236550862790114,"GOTerms"
"Devel_int","2","blue","GO:0060986","endocrine hormone secretion","BP",12,2,0.0236550862790114,"GOTerms"
"Devel_int","2","blue","GO:0055088","lipid homeostasis","BP",12,2,0.0236550862790114,"GOTerms"
"Devel_int","2","blue","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","BP",12,2,0.0236550862790114,"GOTerms"
"Devel_int","2","blue","GO:0023051","regulation of signaling","BP",273,11,0.0237036016861542,"GOTerms"
"Devel_int","2","blue","GO:0007154","cell communication","BP",536,18,0.0252535198446518,"GOTerms"
"Devel_int","2","blue","GO:0051336","regulation of hydrolase activity","BP",111,6,0.0254531843877838,"GOTerms"
"Devel_int","2","blue","GO:0048583","regulation of response to stimulus","BP",313,12,0.026186161417097,"GOTerms"
"Devel_int","2","blue","GO:0022407","regulation of cell-cell adhesion","BP",32,3,0.02653440465762,"GOTerms"
"Devel_int","2","blue","GO:0090130","tissue migration","BP",32,3,0.02653440465762,"GOTerms"
"Devel_int","2","blue","GO:0009966","regulation of signal transduction","BP",243,10,0.0266715688015087,"GOTerms"
"Devel_int","2","blue","GO:0051017","actin filament bundle assembly","BP",13,2,0.0275869849703682,"GOTerms"
"Devel_int","2","blue","GO:0061572","actin filament bundle organization","BP",13,2,0.0275869849703682,"GOTerms"
"Devel_int","2","blue","GO:0009798","axis specification","BP",13,2,0.0275869849703682,"GOTerms"
"Devel_int","2","blue","GO:0007229","integrin-mediated signaling pathway","BP",13,2,0.0275869849703682,"GOTerms"
"Devel_int","2","blue","GO:0031348","negative regulation of defense response","BP",13,2,0.0275869849703682,"GOTerms"
"Devel_int","2","blue","GO:0051239","regulation of multicellular organismal process","BP",210,9,0.027600151290043,"GOTerms"
"Devel_int","2","blue","GO:0018193","peptidyl-amino acid modification","BP",145,7,0.0283757748771805,"GOTerms"
"Devel_int","2","blue","GO:0031589","cell-substrate adhesion","BP",33,3,0.0287615222818515,"GOTerms"
"Devel_int","2","blue","GO:0002376","immune system process","BP",178,8,0.0288074682546003,"GOTerms"
"Devel_int","2","blue","GO:0002682","regulation of immune system process","BP",85,5,0.0291774922854431,"GOTerms"
"Devel_int","2","blue","GO:0008283","cell population proliferation","BP",179,8,0.029647628051497,"GOTerms"
"Devel_int","2","blue","GO:0006796","phosphate-containing compound metabolic process","BP",321,12,0.0309759795183212,"GOTerms"
"Devel_int","2","blue","GO:0006869","lipid transport","BP",34,3,0.0310846520259671,"GOTerms"
"Devel_int","2","blue","GO:0006793","phosphorus metabolic process","BP",322,12,0.0316163226257458,"GOTerms"
"Devel_int","2","blue","GO:0060351","cartilage development involved in endochondral bone morphogenesis","BP",14,2,0.0317607006263876,"GOTerms"
"Devel_int","2","blue","GO:0008360","regulation of cell shape","BP",14,2,0.0317607006263876,"GOTerms"
"Devel_int","2","blue","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","BP",14,2,0.0317607006263876,"GOTerms"
"Devel_int","2","blue","GO:0060395","SMAD protein signal transduction","BP",14,2,0.0317607006263876,"GOTerms"
"Devel_int","2","blue","GO:0000902","cell morphogenesis","BP",118,6,0.0330102052608848,"GOTerms"
"Devel_int","2","blue","GO:0051050","positive regulation of transport","BP",60,4,0.0332832015945102,"GOTerms"
"Devel_int","2","blue","GO:0031347","regulation of defense response","BP",35,3,0.0335033397885071,"GOTerms"
"Devel_int","2","blue","GO:0009967","positive regulation of signal transduction","BP",119,6,0.0341964661066082,"GOTerms"
"Devel_int","2","blue","GO:0001932","regulation of protein phosphorylation","BP",119,6,0.0341964661066082,"GOTerms"
"Devel_int","2","blue","GO:0010876","lipid localization","BP",36,3,0.0360170236308193,"GOTerms"
"Devel_int","2","blue","GO:0044057","regulation of system process","BP",36,3,0.0360170236308193,"GOTerms"
"Devel_int","2","blue","GO:0007417","central nervous system development","BP",90,5,0.0360787634656787,"GOTerms"
"Devel_int","2","blue","GO:0030239","myofibril assembly","BP",15,2,0.0361648831858514,"GOTerms"
"Devel_int","2","blue","GO:0022408","negative regulation of cell-cell adhesion","BP",15,2,0.0361648831858514,"GOTerms"
"Devel_int","2","blue","GO:0060389","pathway-restricted SMAD protein phosphorylation","BP",15,2,0.0361648831858514,"GOTerms"
"Devel_int","2","blue","GO:0045595","regulation of cell differentiation","BP",155,7,0.0386587316477726,"GOTerms"
"Devel_int","2","blue","GO:2000026","regulation of multicellular organismal development","BP",123,6,0.0392156351411741,"GOTerms"
"Devel_int","2","blue","GO:0055090","acylglycerol homeostasis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0038166","angiotensin-activated signaling pathway","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0071711","basement membrane organization","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0060346","bone trabecula formation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0061430","bone trabecula morphogenesis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0071492","cellular response to UV-A","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0006956","complement activation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0001867","complement activation, lectin pathway","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0048557","embryonic digestive tract morphogenesis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:1990182","exosomal secretion","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0097734","extracellular exosome biogenesis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0140112","extracellular vesicle biogenesis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0048806","genitalia development","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0034113","heterotypic cell-cell adhesion","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0034375","high-density lipoprotein particle remodeling","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0061141","lung ciliated cell differentiation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0030225","macrophage differentiation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0090131","mesenchyme migration","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0052126","movement in host environment","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0036446","myofibroblast differentiation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:1901889","negative regulation of cell junction assembly","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0045686","negative regulation of glial cell differentiation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0014014","negative regulation of gliogenesis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0034115","negative regulation of heterotypic cell-cell adhesion","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0032691","negative regulation of interleukin-1 beta production","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0032692","negative regulation of interleukin-1 production","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0032911","negative regulation of transforming growth factor beta1 production","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0001843","neural tube closure","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0035672","oligopeptide transmembrane transport","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0043171","peptide catabolic process","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0017185","peptidyl-lysine hydroxylation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0018206","peptidyl-methionine modification","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0055091","phospholipid homeostasis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0015914","phospholipid transport","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0010873","positive regulation of cholesterol esterification","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0045723","positive regulation of fatty acid biosynthetic process","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0045923","positive regulation of fatty acid metabolic process","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0046881","positive regulation of follicle-stimulating hormone secretion","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0050996","positive regulation of lipid catabolic process","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:1903902","positive regulation of viral life cycle","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0014020","primary neural tube formation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0060319","primitive erythrocyte differentiation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0060215","primitive hemopoiesis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0018158","protein oxidation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:1902026","regulation of cartilage condensation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0070587","regulation of cell-cell adhesion involved in gastrulation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0032847","regulation of cellular pH reduction","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:2001225","regulation of chloride transport","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0010872","regulation of cholesterol esterification","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0010762","regulation of fibroblast migration","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0034114","regulation of heterotypic cell-cell adhesion","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0050994","regulation of lipid catabolic process","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0045649","regulation of macrophage differentiation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:2000050","regulation of non-canonical Wnt signaling pathway","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0060390","regulation of SMAD protein signal transduction","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0051150","regulation of smooth muscle cell differentiation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0043691","reverse cholesterol transport","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0006590","thyroid hormone generation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0034142","toll-like receptor 4 signaling pathway","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0060343","trabecula formation","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0061383","trabecula morphogenesis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0019433","triglyceride catabolic process","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0070328","triglyceride homeostasis","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0060606","tube closure","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0033209","tumor necrosis factor-mediated signaling pathway","BP",2,1,0.0401526870892714,"GOTerms"
"Devel_int","2","blue","GO:0010243","response to organonitrogen compound","BP",64,4,0.0407638408772343,"GOTerms"
"Devel_int","2","blue","GO:0008203","cholesterol metabolic process","BP",16,2,0.040788540570898,"GOTerms"
"Devel_int","2","blue","GO:1902652","secondary alcohol metabolic process","BP",16,2,0.040788540570898,"GOTerms"
"Devel_int","2","blue","GO:0009719","response to endogenous stimulus","BP",157,7,0.0409736404297468,"GOTerms"
"Devel_int","2","blue","GO:0048585","negative regulation of response to stimulus","BP",127,6,0.0446806398456326,"GOTerms"
"Devel_int","2","blue","GO:0060350","endochondral bone morphogenesis","BP",17,2,0.0456210289218755,"GOTerms"
"Devel_int","2","blue","GO:0046903","secretion","BP",67,4,0.0469502622520761,"GOTerms"
"Devel_int","2","blue","GO:0050794","regulation of cellular process","BP",1077,30,0.0469510922845932,"GOTerms"
"Devel_int","2","blue","GO:0048584","positive regulation of response to stimulus","BP",163,7,0.0484530450100961,"GOTerms"
"Devel_int","2","blue","GO:0042327","positive regulation of phosphorylation","BP",98,5,0.0490565466163076,"GOTerms"
"Devel_int","2","blue","GO:0001568","blood vessel development","BP",68,4,0.04912195312854,"GOTerms"
"Devel_int","3","brown","GO:0022610","biological adhesion","BP",148,15,1.64772680534788e-07,"GOTerms"
"Devel_int","3","brown","GO:0007155","cell adhesion","BP",148,15,1.64772680534788e-07,"GOTerms"
"Devel_int","3","brown","GO:0048699","generation of neurons","BP",185,14,1.37209500519312e-05,"GOTerms"
"Devel_int","3","brown","GO:0007399","nervous system development","BP",266,17,1.5632823171934e-05,"GOTerms"
"Devel_int","3","brown","GO:0022008","neurogenesis","BP",188,14,1.64631481599946e-05,"GOTerms"
"Devel_int","3","brown","GO:0009653","anatomical structure morphogenesis","BP",307,17,9.50238953539842e-05,"GOTerms"
"Devel_int","3","brown","GO:0030182","neuron differentiation","BP",169,12,0.000104924172425315,"GOTerms"
"Devel_int","3","brown","GO:0048666","neuron development","BP",129,10,0.000193468710574626,"GOTerms"
"Devel_int","3","brown","GO:0048731","system development","BP",501,22,0.000277115523930679,"GOTerms"
"Devel_int","3","brown","GO:0000904","cell morphogenesis involved in differentiation","BP",89,8,0.000310832138435045,"GOTerms"
"Devel_int","3","brown","GO:0031175","neuron projection development","BP",114,9,0.000351899015976048,"GOTerms"
"Devel_int","3","brown","GO:0048468","cell development","BP",225,13,0.000421638582483792,"GOTerms"
"Devel_int","3","brown","GO:0040011","locomotion","BP",169,11,0.000430214118372416,"GOTerms"
"Devel_int","3","brown","GO:0000902","cell morphogenesis","BP",118,9,0.000454160832011651,"GOTerms"
"Devel_int","3","brown","GO:0048856","anatomical structure development","BP",648,25,0.000741866446174993,"GOTerms"
"Devel_int","3","brown","GO:0048667","cell morphogenesis involved in neuron differentiation","BP",78,7,0.000744177431204722,"GOTerms"
"Devel_int","3","brown","GO:0048812","neuron projection morphogenesis","BP",81,7,0.00093285825682698,"GOTerms"
"Devel_int","3","brown","GO:0006928","movement of cell or subcellular component","BP",186,11,0.000956864799282905,"GOTerms"
"Devel_int","3","brown","GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",82,7,0.00100349103618257,"GOTerms"
"Devel_int","3","brown","GO:0048858","cell projection morphogenesis","BP",83,7,0.00107826421553367,"GOTerms"
"Devel_int","3","brown","GO:2000107","negative regulation of leukocyte apoptotic process","BP",3,2,0.00109282431893054,"GOTerms"
"Devel_int","3","brown","GO:0032990","cell part morphogenesis","BP",85,7,0.00124090443286901,"GOTerms"
"Devel_int","3","brown","GO:0007275","multicellular organism development","BP",598,23,0.00125761579874183,"GOTerms"
"Devel_int","3","brown","GO:0032502","developmental process","BP",680,25,0.00145932955368624,"GOTerms"
"Devel_int","3","brown","GO:0007411","axon guidance","BP",44,5,0.00149431846630982,"GOTerms"
"Devel_int","3","brown","GO:0097485","neuron projection guidance","BP",44,5,0.00149431846630982,"GOTerms"
"Devel_int","3","brown","GO:0120036","plasma membrane bounded cell projection organization","BP",140,9,0.00154408167560732,"GOTerms"
"Devel_int","3","brown","GO:0030030","cell projection organization","BP",144,9,0.00187609382595741,"GOTerms"
"Devel_int","3","brown","GO:0030154","cell differentiation","BP",435,18,0.00192581107112837,"GOTerms"
"Devel_int","3","brown","GO:0007409","axonogenesis","BP",69,6,0.00208627628008597,"GOTerms"
"Devel_int","3","brown","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP",4,2,0.00215786167924936,"GOTerms"
"Devel_int","3","brown","GO:0072089","stem cell proliferation","BP",4,2,0.00215786167924936,"GOTerms"
"Devel_int","3","brown","GO:0048869","cellular developmental process","BP",444,18,0.00240442298384094,"GOTerms"
"Devel_int","3","brown","GO:0016477","cell migration","BP",123,8,0.00259218148521654,"GOTerms"
"Devel_int","3","brown","GO:0061564","axon development","BP",74,6,0.00297735468579734,"GOTerms"
"Devel_int","3","brown","GO:0023052","signaling","BP",529,20,0.00314924118793806,"GOTerms"
"Devel_int","3","brown","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","BP",32,4,0.00315448557580319,"GOTerms"
"Devel_int","3","brown","GO:0035335","peptidyl-tyrosine dephosphorylation","BP",16,3,0.00327727709594688,"GOTerms"
"Devel_int","3","brown","GO:0031589","cell-substrate adhesion","BP",33,4,0.00353608821870353,"GOTerms"
"Devel_int","3","brown","GO:0071887","leukocyte apoptotic process","BP",5,2,0.00355078481953304,"GOTerms"
"Devel_int","3","brown","GO:2000106","regulation of leukocyte apoptotic process","BP",5,2,0.00355078481953304,"GOTerms"
"Devel_int","3","brown","GO:0007154","cell communication","BP",536,20,0.00365062094930861,"GOTerms"
"Devel_int","3","brown","GO:0032989","cellular component morphogenesis","BP",104,7,0.00392693476742422,"GOTerms"
"Devel_int","3","brown","GO:0048870","cell motility","BP",132,8,0.00400047013951222,"GOTerms"
"Devel_int","3","brown","GO:0051674","localization of cell","BP",133,8,0.00418753876312424,"GOTerms"
"Devel_int","3","brown","GO:0018108","peptidyl-tyrosine phosphorylation","BP",56,5,0.00436105331351351,"GOTerms"
"Devel_int","3","brown","GO:0032501","multicellular organismal process","BP",741,25,0.00454037942741681,"GOTerms"
"Devel_int","3","brown","GO:0001764","neuron migration","BP",18,3,0.00464182007686862,"GOTerms"
"Devel_int","3","brown","GO:0021510","spinal cord development","BP",18,3,0.00464182007686862,"GOTerms"
"Devel_int","3","brown","GO:0018212","peptidyl-tyrosine modification","BP",57,5,0.00470683665614306,"GOTerms"
"Devel_int","3","brown","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP",6,2,0.0052586756784129,"GOTerms"
"Devel_int","3","brown","GO:0050790","regulation of catalytic activity","BP",233,11,0.00552157068026708,"GOTerms"
"Devel_int","3","brown","GO:0007165","signal transduction","BP",493,18,0.00709658108193219,"GOTerms"
"Devel_int","3","brown","GO:0033674","positive regulation of kinase activity","BP",63,5,0.0072005741725997,"GOTerms"
"Devel_int","3","brown","GO:0016358","dendrite development","BP",21,3,0.00725110671629915,"GOTerms"
"Devel_int","3","brown","GO:0050794","regulation of cellular process","BP",1077,32,0.00914212615486754,"GOTerms"
"Devel_int","3","brown","GO:0045666","positive regulation of neuron differentiation","BP",8,2,0.00956954127359042,"GOTerms"
"Devel_int","3","brown","GO:0051057","positive regulation of small GTPase mediated signal transduction","BP",8,2,0.00956954127359042,"GOTerms"
"Devel_int","3","brown","GO:0051347","positive regulation of transferase activity","BP",69,5,0.0104950062920098,"GOTerms"
"Devel_int","3","brown","GO:0043549","regulation of kinase activity","BP",98,6,0.0115705294405064,"GOTerms"
"Devel_int","3","brown","GO:0098609","cell-cell adhesion","BP",71,5,0.0117898027942806,"GOTerms"
"Devel_int","3","brown","GO:0002761","regulation of myeloid leukocyte differentiation","BP",9,2,0.0121485046900582,"GOTerms"
"Devel_int","3","brown","GO:0034446","substrate adhesion-dependent cell spreading","BP",9,2,0.0121485046900582,"GOTerms"
"Devel_int","3","brown","GO:0043405","regulation of MAP kinase activity","BP",26,3,0.0132100643834204,"GOTerms"
"Devel_int","3","brown","GO:0065009","regulation of molecular function","BP",267,11,0.0144673411196875,"GOTerms"
"Devel_int","3","brown","GO:0006935","chemotaxis","BP",75,5,0.0146965652567892,"GOTerms"
"Devel_int","3","brown","GO:0042330","taxis","BP",75,5,0.0146965652567892,"GOTerms"
"Devel_int","3","brown","GO:0008016","regulation of heart contraction","BP",10,2,0.0149943949270642,"GOTerms"
"Devel_int","3","brown","GO:0006665","sphingolipid metabolic process","BP",10,2,0.0149943949270642,"GOTerms"
"Devel_int","3","brown","GO:0060284","regulation of cell development","BP",50,4,0.0154415964775831,"GOTerms"
"Devel_int","3","brown","GO:0022603","regulation of anatomical structure morphogenesis","BP",76,5,0.0154918377474297,"GOTerms"
"Devel_int","3","brown","GO:0051338","regulation of transferase activity","BP",107,6,0.0172440688779456,"GOTerms"
"Devel_int","3","brown","GO:0050789","regulation of biological process","BP",1130,32,0.0174294354292034,"GOTerms"
"Devel_int","3","brown","GO:1903522","regulation of blood circulation","BP",11,2,0.018096063940927,"GOTerms"
"Devel_int","3","brown","GO:1905397","activated CD8-positive, alpha-beta T cell apoptotic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0007197","adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0010456","cell proliferation in dorsal spinal cord","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0098664","G protein-coupled serotonin receptor signaling pathway","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0001574","ganglioside biosynthetic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0010706","ganglioside biosynthetic process via lactosylceramide","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0001573","ganglioside metabolic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0006868","glutamine transport","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0006688","glycosphingolipid biosynthetic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0071425","hematopoietic stem cell proliferation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0033024","mast cell apoptotic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0033023","mast cell homeostasis","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0070662","mast cell proliferation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:1905403","negative regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:1902832","negative regulation of cell proliferation in dorsal spinal cord","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0061000","negative regulation of dendritic spine development","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0045605","negative regulation of epidermal cell differentiation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0045683","negative regulation of epidermis development","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0045617","negative regulation of keratinocyte differentiation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0033026","negative regulation of mast cell apoptotic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0045656","negative regulation of monocyte differentiation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0070233","negative regulation of T cell apoptotic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0015804","neutral amino acid transport","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0035970","peptidyl-threonine dephosphorylation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0042479","positive regulation of eye photoreceptor cell development","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:1902035","positive regulation of hematopoietic stem cell proliferation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0070668","positive regulation of mast cell proliferation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0046534","positive regulation of photoreceptor cell differentiation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:1902831","positive regulation of spinal cord association neuron differentiation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0100067","positive regulation of spinal cord association neuron differentiation by canonical Wnt signaling pathway","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:1902844","positive regulation of spinal cord association neuron differentiation by negative regulation of canonical Wnt signaling pathway","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:2000648","positive regulation of stem cell proliferation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:1905402","regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0021921","regulation of cell proliferation in dorsal spinal cord","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0042478","regulation of eye photoreceptor cell development","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:1902033","regulation of hematopoietic stem cell proliferation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0033025","regulation of mast cell apoptotic process","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0070666","regulation of mast cell proliferation","BP",1,1,0.0192450037009624,"GOTerms"
"Devel_int","3","brown","GO:0045655","regulation of monocyte differentiation","BP",1,1,0.0192450037009624,"GOTerms"
